,lake,water_body,date_collect,station_num,sample_num,station_descr,latitude,longitude
159,superior,,1991-05-13,20110013.0,228814,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
160,superior,,1991-05-13,20110013.0,228815,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
161,superior,,1991-05-20,20110013.0,228816,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
162,superior,,1991-05-27,20110013.0,228817,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
163,superior,,1991-05-27,20110013.0,228818,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
164,superior,,1991-06-03,20110013.0,228819,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
165,superior,,1991-06-03,20110013.0,228820,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
166,superior,,1991-06-10,20110013.0,228821,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
167,superior,,1991-06-10,20110013.0,228822,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
168,superior,,1991-06-17,20110013.0,228823,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
169,superior,,1991-06-24,20110013.0,228824,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
170,superior,,1991-06-24,20110013.0,228825,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
171,superior,,1991-07-02,20110013.0,228826,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
172,superior,,1991-07-08,20110013.0,228827,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
173,superior,,1991-07-15,20110013.0,228828,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
174,superior,,1991-07-15,20110013.0,228829,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
175,superior,,1991-07-20,20110013.0,228830,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
176,superior,,1991-07-22,20110013.0,228831,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
177,superior,,1991-07-22,20110013.0,228832,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
178,superior,,1991-07-29,20110013.0,228833,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
179,superior,,1991-08-06,20110013.0,228834,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
180,superior,,1991-08-06,20110013.0,228835,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
181,superior,,1991-08-12,20110013.0,228836,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
182,superior,,1991-08-12,20110013.0,228837,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
183,superior,,1991-08-19,20110013.0,228838,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
184,superior,,1991-08-19,20110013.0,228839,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
185,superior,,1991-08-26,20110013.0,228840,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
186,superior,,1991-08-26,20110013.0,228841,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
187,superior,,1991-09-03,20110013.0,228842,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
188,superior,,1991-09-09,20110013.0,228843,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
189,superior,,1991-09-09,20110013.0,228844,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
190,superior,,1991-09-16,20110013.0,228845,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
191,superior,,1991-09-23,20110013.0,228846,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
192,superior,,1991-09-23,20110013.0,228847,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
193,superior,,1991-09-30,20110013.0,228848,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
194,superior,,1991-10-07,20110013.0,228849,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
195,superior,,1991-10-16,20110013.0,228850,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
196,superior,,1991-10-16,20110013.0,228851,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
197,superior,,1991-10-21,20110013.0,228852,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
198,superior,,1991-10-21,20110013.0,228853,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
199,superior,,1991-10-28,20110013.0,228854,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
200,superior,,1991-10-28,20110013.0,228855,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
201,superior,,1991-11-04,20110013.0,228856,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
202,superior,,1991-11-04,20110013.0,228857,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
203,superior,,1991-11-12,20110013.0,228858,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
204,superior,,1991-11-18,20110013.0,228859,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
205,superior,,1991-11-18,20110013.0,228860,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
206,superior,,1991-11-25,20110013.0,228861,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
207,superior,,1991-11-25,20110013.0,228862,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
208,superior,,1991-12-02,20110013.0,228863,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
209,superior,,1991-12-02,20110013.0,228864,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
210,superior,,1991-12-09,20110013.0,228865,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
211,superior,,1991-12-09,20110013.0,228866,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
212,superior,,1991-12-16,20110013.0,228867,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
213,superior,,1991-12-16,20110013.0,228868,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
214,superior,,1991-12-23,20110013.0,228869,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
215,superior,,1991-12-30,20110013.0,228870,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
216,superior,,1991-12-30,20110013.0,228871,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
217,superior,,1992-01-06,20110013.0,228872,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
218,superior,,1992-01-06,20110013.0,228873,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
219,superior,,1992-01-13,20110013.0,228874,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
220,superior,,1992-01-13,20110013.0,228875,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
